id,first_name,last_name,gender,date_of_birthday,deceased_indicator,owns_car,address,property_valuation,job_title,job_industry_category,wealth_segment,postcode,state
1047,Standford,Tanswill,Male,1978-09-03,N,No,5271 Vernon Court,10,VP Accounting,Financial Services,Affluent Customer,3207,VIC
1048,Braden,Lamming,Male,1976-06-08,N,No,06 Declaration Hill,11,Internal Auditor,n/a,Affluent Customer,3184,VIC
1049,Fraser,Gaenor,Male,1996-03-02,N,No,07716 5th Alley,5,Software Consultant,Property,Mass Customer,2250,NSW
1050,Marjie,Ghion,Female,1973-07-29,N,Yes,10 Pennsylvania Hill,11,Software Consultant,Telecommunications,Mass Customer,2118,NSW
1051,Xylia,Lange,Female,1977-09-29,N,Yes,2330 Huxley Crossing,10,Help Desk Technician,Property,High Net Worth,2570,NSW
1052,Dela,Flannigan,Female,1986-02-02,N,No,5811 Hanson Lane,7,Junior Executive,Financial Services,High Net Worth,2260,NSW
1053,Davon,Stanyland,Male,1962-05-20,N,Yes,7 Main Crossing,12,,Manufacturing,Mass Customer,2065,NSW
1054,Natal,Matiewe,Male,1983-08-09,N,Yes,682 Spenser Plaza,6,Nuclear Power Engineer,Manufacturing,Mass Customer,3977,VIC
1055,Danell,Rose,Female,1988-06-08,N,No,1149 Riverside Parkway,11,Data Coordiator,Manufacturing,Mass Customer,2016,NSW
1056,Kendricks,Markel,Male,1966-12-18,N,No,1176 Pine View Lane,11,Software Test Engineer IV,Manufacturing,Affluent Customer,2112,NSW
1057,Laryssa,Durdle,Female,1969-04-06,N,No,22 Sachtjen Avenue,12,Registered Nurse,Health,Mass Customer,2137,NSW
1058,Gretel,Gionettitti,Female,1987-10-24,N,Yes,6 Pankratz Crossing,11,Research Assistant IV,Retail,Affluent Customer,2228,NSW
1059,Chantal,Plante,Female,1968-02-16,N,Yes,6988 Acker Crossing,10,Account Representative III,Entertainment,High Net Worth,2217,NSW
1060,Vanda,Boadby,Female,1961-11-23,N,Yes,9993 Mccormick Street,8,Associate Professor,Argiculture,Affluent Customer,2223,NSW
1061,Anderson,,Male,1988-11-07,N,No,7 Holmberg Circle,9,Speech Pathologist,Financial Services,Mass Customer,2018,NSW
1062,Tish,Mowett,Female,1975-09-28,N,No,7 Village Green Circle,10,Junior Executive,n/a,Mass Customer,3109,VIC
1063,Terrence,Geck,Male,1987-03-01,N,Yes,4044 Tennessee Parkway,9,Actuary,Financial Services,Affluent Customer,2315,NSW
1064,Thornie,Andrusov,Male,1977-06-13,N,Yes,4297 Emmet Lane,8,Librarian,Entertainment,Affluent Customer,2170,NSW
1065,Chilton,Ghirigori,Male,1962-06-27,N,Yes,6 Sycamore Drive,7,Quality Engineer,Financial Services,Mass Customer,4053,QLD
1066,Hailey,Ricciardi,Male,1995-10-06,N,No,6 Barby Road,4,Recruiter,Telecommunications,High Net Worth,4300,QLD
1067,Berri,Cotillard,Female,1965-05-17,N,Yes,37495 Summerview Park,7,Engineer IV,Financial Services,Mass Customer,2619,NSW
1068,Frazer,Searston,Male,1995-03-21,N,Yes,3 Center Crossing,3,,Health,Mass Customer,2452,NSW
1069,Reese,Titterington,Male,1976-04-15,N,No,19386 Burrows Way,10,Web Designer I,Telecommunications,Mass Customer,2229,NSW
1070,Albert,Gomery,Male,1995-06-04,N,No,4 Quincy Trail,3,Account Representative IV,n/a,Mass Customer,2800,NSW
1071,Chrisy,Miranda,Male,1986-12-29,N,No,69881 Westport Parkway,1,,Retail,High Net Worth,2880,NSW
1072,Curt,Petrello,Male,1957-06-01,N,Yes,44 Ramsey Road,9,Senior Cost Accountant,Financial Services,High Net Worth,2515,NSW
1073,Elbertina,Donne,Female,1980-02-25,N,Yes,12764 Raven Plaza,7,Associate Professor,n/a,Affluent Customer,4020,QLD
1074,Griswold,Juett,Male,1974-07-14,N,Yes,356 Petterle Way,9,Accounting Assistant IV,n/a,High Net Worth,2193,NSW
1075,Cullin,Elcoate,Male,1967-07-25,N,No,2827 Fallview Lane,9,Administrative Officer,Manufacturing,High Net Worth,2064,NSW
1076,Siegfried,Trattles,Male,2000-06-06,N,No,7 Del Sol Road,9,Pharmacist,Health,Affluent Customer,4220,QLD
1077,Sheba,Este,Female,1955-10-11,N,Yes,05415 Basil Junction,8,,Telecommunications,Mass Customer,2450,NSW
1078,Abe,Pilley,Male,1976-06-05,N,No,09 Warbler Court,9,Executive Secretary,Manufacturing,Mass Customer,4152,QLD
1079,Dennie,L' Anglois,Male,1978-01-03,N,No,847 David Hill,8,Nurse Practicioner,Manufacturing,Mass Customer,4035,QLD
1080,Monah,Talbot,Female,1999-12-26,N,Yes,24596 Hoepker Avenue,4,Speech Pathologist,Property,Mass Customer,2322,NSW
1081,Marga,Cradduck,Female,1985-10-21,N,No,75 Mesta Hill,7,Social Worker,Health,Mass Customer,4509,QLD
1082,Guinevere,Kelby,U,,N,Yes,7258 Mandrake Terrace,9,Financial Analyst,Financial Services,Mass Customer,3138,VIC
1083,Chadd,Fowlds,Male,1996-08-07,N,No,84741 Scoville Terrace,5,VP Product Management,n/a,Affluent Customer,3029,VIC
1084,Serena,Jagson,Female,1994-05-18,N,No,04328 Rowland Plaza,9,Accounting Assistant I,Retail,Affluent Customer,3441,VIC
1085,Lucho,Strafen,Male,1975-09-12,N,No,332 Maywood Crossing,9,Internal Auditor,Health,Mass Customer,3136,VIC
1086,Ezechiel,Parnall,Male,1989-06-21,N,Yes,6026 Graceland Crossing,11,Statistician IV,Property,Mass Customer,2121,NSW
1087,Lian,Madrell,Female,1979-09-18,N,Yes,0 Fremont Court,7,Financial Analyst,Financial Services,Mass Customer,3023,VIC
1088,Andy,Polgreen,Female,1989-07-21,N,Yes,5515 Artisan Center,3,Design Engineer,n/a,High Net Worth,3337,VIC
1089,Korney,Hess,Female,1988-09-17,N,No,0 Nevada Pass,10,Product Engineer,Property,Affluent Customer,2216,NSW
1090,Lorettalorna,,Female,1975-07-15,N,No,06 Heffernan Junction,7,Computer Systems Analyst II,Telecommunications,Affluent Customer,4074,QLD
1091,Keith,Housden,Male,1980-04-15,N,No,04 Onsgard Center,9,,Health,Mass Customer,2101,NSW
1092,Katlin,Creddon,Female,1935-08-22,N,No,37 Division Way,9,VP Quality Control,Retail,Mass Customer,2153,NSW
1093,Clarita,Penright,Female,1996-09-13,N,No,9623 Fisk Plaza,8,Business Systems Development Analyst,n/a,Affluent Customer,2164,NSW
1094,Shaughn,Salters,Male,1975-12-27,N,No,9419 Homewood Way,9,Dental Hygienist,Health,High Net Worth,2160,NSW
1095,Emelda,Gerler,Female,1958-08-29,N,No,26349 Spaight Junction,8,Project Manager,Health,Mass Customer,2756,NSW
1096,Jakie,Mungham,Male,1969-11-29,N,No,1063 Forest Avenue,3,Software Test Engineer I,Health,High Net Worth,4510,QLD
1097,Gwenora,Grabbam,Female,1968-01-31,N,Yes,548 Dahle Lane,11,Engineer II,Financial Services,Mass Customer,2075,NSW
1098,Maure,Crow,Female,1989-02-01,N,Yes,4 Barby Road,3,Administrative Assistant IV,Financial Services,Mass Customer,2647,NSW
1099,Jarrett,Maffia,Male,1975-01-13,N,Yes,258 Luster Court,10,Tax Accountant,Manufacturing,Affluent Customer,2154,NSW
1100,Cord,Braundt,Male,1983-01-02,N,No,22669 Lien Center,6,Engineer I,Manufacturing,Mass Customer,2565,NSW
1101,Haily,McWilliams,Female,1968-12-22,N,No,9 Autumn Leaf Court,4,Senior Editor,n/a,Mass Customer,2731,NSW
1102,Stephana,Puzey,Female,1976-08-17,N,No,9 Superior Plaza,11,Recruiting Manager,Manufacturing,Affluent Customer,3185,VIC
1103,Glynnis,Sailor,Female,1978-01-30,N,Yes,86603 Dexter Road,9,Financial Advisor,Financial Services,High Net Worth,2164,NSW
1104,Jewelle,Pincott,Female,1959-12-31,N,No,8 Ridgeview Park,5,Programmer III,Retail,Mass Customer,2323,NSW
1105,Sherman,McCusker,Male,1990-02-10,N,No,4754 Ramsey Junction,9,General Manager,n/a,Mass Customer,3130,VIC
1106,Sibyl,Bigmore,Female,1962-12-17,N,No,9 Dayton Alley,7,Software Consultant,Retail,Mass Customer,3757,VIC
1107,Maridel,Whitby,Female,1974-07-17,N,No,08 Carey Center,6,Social Worker,Health,High Net Worth,3284,VIC
1108,Ginnie,Farriar,Female,1962-03-06,N,No,915 Thackeray Junction,11,Dental Hygienist,Health,Mass Customer,2204,NSW
1109,Nestor,Billingsley,Male,1989-09-01,N,No,515 3rd Road,12,Web Developer II,Entertainment,High Net Worth,2037,NSW
1110,Lazar,Cherryman,Male,1991-03-17,N,No,184 Roth Pass,7,Information Systems Manager,Retail,High Net Worth,4211,QLD
1111,Zach,Maynard,Male,1960-03-04,N,Yes,84 Porter Alley,10,Director of Sales,n/a,High Net Worth,2153,NSW
1112,Jarrett,Chiplin,Male,1981-05-22,N,Yes,79494 Ruskin Circle,9,,n/a,Mass Customer,2527,NSW
1113,Dorie,Willock,Male,1992-06-24,N,No,98 Schiller Junction,9,Recruiter,Property,Mass Customer,2747,NSW
1114,Evonne,Southan,Female,1976-06-03,N,No,20519 Katie Circle,8,Structural Engineer,Retail,Mass Customer,2152,NSW
1115,Merola,Stutard,Female,1970-01-18,N,Yes,2273 Oneill Place,11,Account Coordinator,n/a,High Net Worth,2118,NSW
1116,Tori,Coche,Female,1974-06-26,N,Yes,03 6th Alley,9,Assistant Manager,Health,Mass Customer,2168,NSW
1117,Georgena,Guilaem,Female,1975-12-01,N,No,8548 Hanover Park,11,Quality Engineer,n/a,Affluent Customer,2067,NSW
1118,Colline,Coulman,Female,1975-12-19,N,Yes,4079 Lindbergh Center,8,Sales Representative,Retail,Mass Customer,3021,VIC
1119,Lemmy,Bennit,Male,1976-10-09,N,Yes,338 Grasskamp Lane,7,,Entertainment,Mass Customer,2573,NSW
1120,Jacquelyn,Rowlinson,Female,1980-08-31,N,No,0355 3rd Drive,11,Web Developer IV,Retail,Affluent Customer,2118,NSW
1121,Dione,Raithby,Female,1984-01-21,N,Yes,0182 Esker Center,9,Registered Nurse,Health,Mass Customer,2759,NSW
1122,Gerladina,Carney,Female,1985-12-19,N,No,48 Sheridan Road,11,,n/a,Mass Customer,3185,VIC
1123,Dominick,Downey,Male,1962-06-18,N,No,1879 Mitchell Center,10,,Property,Mass Customer,2206,NSW
1124,Eben,Threader,Male,1965-02-03,N,Yes,81114 7th Place,4,Health Coach III,Health,Affluent Customer,4869,QLD
1125,Raff,Everley,Male,1990-01-19,N,No,1 Nevada Park,8,Software Test Engineer III,IT,Affluent Customer,4226,QLD
1126,Atlante,Sonley,Female,1973-09-27,N,No,6 Buell Point,12,Executive Secretary,n/a,Mass Customer,2062,NSW
1127,Elly,Ormshaw,Female,1991-02-27,N,No,4284 Debra Drive,3,Physical Therapy Assistant,Financial Services,Mass Customer,4814,QLD
1128,Kirsten,Longman,Female,1992-04-12,N,Yes,8 Hansons Street,7,Financial Advisor,Financial Services,Mass Customer,3076,VIC
1129,Hercule,,Male,1977-06-29,N,Yes,7674 Roxbury Junction,4,VP Marketing,Entertainment,Mass Customer,4815,QLD
1130,Juli,Prine,Female,1964-12-06,N,No,771 Sugar Way,11,Sales Associate,n/a,Mass Customer,2076,NSW
1131,Sigmund,Barkworth,Male,1956-08-07,N,No,1792 Judy Road,6,VP Marketing,n/a,Mass Customer,2539,NSW
1132,Coriss,Darkott,Female,1985-08-01,N,Yes,92 Melvin Hill,9,Actuary,Financial Services,Affluent Customer,2147,NSW
1133,Forrester,McFetridge,Male,1968-01-26,N,No,592 Merry Lane,3,,Manufacturing,Affluent Customer,3184,VIC
1134,Sullivan,Scullion,Male,1994-09-30,N,No,6 Dapin Park,6,Administrative Assistant IV,Financial Services,Affluent Customer,4503,QLD
1135,Mireielle,Avrasin,Female,1980-05-03,N,Yes,03 Holmberg Park,2,Software Engineer IV,Financial Services,Mass Customer,4127,QLD
1136,Ivan,Blackhall,Male,1977-08-31,N,No,8587 Graceland Way,10,Executive Secretary,Property,High Net Worth,2206,NSW
1137,Jermayne,Hryniewicki,Male,1977-07-03,N,No,91 Messerschmidt Trail,11,Business Systems Development Analyst,n/a,Mass Customer,3162,VIC
1138,Elli,Loxdale,Female,1991-09-21,N,Yes,5998 Bayside Terrace,9,Statistician I,Retail,Mass Customer,2526,NSW
1139,Shellysheldon,Wickey,Male,1982-09-15,N,Yes,107 Moland Court,5,Editor,Manufacturing,Mass Customer,2579,NSW
1140,Deana,Rathbourne,Female,1986-02-25,N,Yes,4439 7th Terrace,9,Executive Secretary,n/a,Mass Customer,2177,NSW
1141,Shannah,Gritsaev,Female,1981-09-19,N,Yes,2272 Dennis Alley,10,,Financial Services,High Net Worth,3165,VIC
1142,Michal,Paiton,Male,1998-05-07,N,No,0 Scofield Plaza,4,Desktop Support Technician,Telecommunications,Mass Customer,3201,VIC
1143,Goraud,Boissieux,Male,1955-03-06,N,Yes,51152 Brickson Park Crossing,9,Office Assistant IV,Health,Mass Customer,2768,NSW
1144,Damon,Phelip,Male,1996-12-12,N,Yes,4668 Coleman Street,5,Environmental Specialist,Health,High Net Worth,2160,NSW
1145,Korella,Begin,Female,1965-09-26,N,Yes,8 Moland Junction,7,,Property,Mass Customer,2148,NSW
1146,Hadleigh,Birley,Male,1992-08-31,N,No,1 Raven Junction,4,Assistant Professor,Financial Services,High Net Worth,4502,QLD
1147,Tate,Studholme,Male,1968-07-09,N,Yes,40570 Acker Alley,9,Health Coach II,Entertainment,High Net Worth,2166,NSW
1148,Inigo,Ojeda,Male,1987-09-28,N,No,893 Petterle Trail,10,Statistician IV,Financial Services,High Net Worth,4551,QLD
1149,Ki,Odo,Female,1967-09-30,N,Yes,84 Monument Terrace,4,Developer III,n/a,Affluent Customer,4127,QLD
1150,Bernelle,Warwick,Female,1975-09-26,N,Yes,0103 Bay Junction,11,Information Systems Manager,Financial Services,Mass Customer,2222,NSW
1151,Brena,Amburgy,Female,1965-04-06,N,Yes,9618 Havey Place,1,VP Product Management,Argiculture,High Net Worth,2710,NSW
1152,Humfrid,Ducket,Male,1998-06-23,N,Yes,098 Veith Hill,3,Business Systems Development Analyst,Financial Services,Mass Customer,4510,QLD
1153,Mirilla,Lothlorien,Female,1995-01-17,N,Yes,03058 Shoshone Lane,12,Desktop Support Technician,Health,Mass Customer,2090,NSW
1154,Chase,Youd,Male,1974-11-24,N,Yes,7975 Browning Plaza,4,Research Nurse,Health,Mass Customer,3038,VIC
1155,Janetta,Hartrick,Female,1994-01-15,N,Yes,154 Cambridge Point,8,VP Marketing,Property,Mass Customer,3551,VIC
1156,Breena,Risebrow,Female,1997-10-16,N,Yes,3 Sachs Point,7,Marketing Assistant,Argiculture,Mass Customer,2250,NSW
1157,Saunder,Camerati,Male,1974-04-03,N,Yes,0386 Mayfield Way,7,Research Nurse,Health,Affluent Customer,4122,QLD
1158,Butch,Geertje,Male,1985-02-17,N,Yes,24 Merchant Plaza,10,Senior Quality Engineer,n/a,Mass Customer,3031,VIC
1159,Elbert,Bridgement,Male,1993-01-28,N,No,353 Oneill Park,9,Librarian,Entertainment,Mass Customer,3145,VIC
1160,Trisha,Nisuis,Female,1965-04-08,N,No,92867 Lukken Lane,9,Speech Pathologist,IT,Affluent Customer,3142,VIC
1161,Sibylle,Cutsforth,Female,1977-01-14,N,No,11 Corscot Plaza,1,Senior Quality Engineer,Retail,Mass Customer,2710,NSW
1162,Ambrose,Raiston,Male,1990-04-13,N,Yes,13 Buhler Plaza,8,Marketing Assistant,n/a,Mass Customer,2576,NSW
1163,Manolo,Dwire,Male,1981-11-13,N,Yes,72673 Mayfield Trail,6,Cost Accountant,Financial Services,High Net Worth,4209,QLD
1164,Gilligan,Mowat,Female,1977-01-09,N,Yes,42739 Moose Pass,8,Food Chemist,Health,Mass Customer,3442,VIC
1165,Fanni,Wakelin,Female,1993-06-23,N,No,3 Atwood Lane,10,Administrative Assistant IV,Financial Services,High Net Worth,2153,NSW
1166,Fannie,Devil,Female,1972-12-05,N,No,378 Prentice Point,9,Quality Control Specialist,Health,Affluent Customer,4064,QLD
1167,Elberta,Crickett,Female,1996-06-03,N,No,95 Forest Run Drive,8,Software Test Engineer III,Health,Mass Customer,4152,QLD
1168,Iosep,Shaddick,Male,1965-02-16,N,No,20 Main Road,9,Pharmacist,Health,Affluent Customer,2230,NSW
1169,Kessiah,Corden,Female,1967-08-09,N,Yes,71 Cherokee Hill,7,Actuary,Financial Services,Mass Customer,2127,NSW
1170,Lari,Rotte,Female,1964-11-30,N,Yes,698 Summer Ridge Way,7,Assistant Professor,IT,Mass Customer,2529,NSW
1171,Ilise,Solloway,Female,1971-08-15,N,Yes,79 Grasskamp Center,9,Human Resources Manager,n/a,Affluent Customer,2170,NSW
1172,Smith,Babbs,Male,1974-04-12,N,Yes,6541 Dahle Junction,9,Recruiter,n/a,Mass Customer,2212,NSW
1173,Gertie,Chaim,Female,1978-03-02,N,No,858 Swallow Parkway,8,Statistician IV,Retail,High Net Worth,2150,NSW
1174,Shellysheldon,Gooderridge,U,,N,No,0005 Independence Drive,9,Executive Secretary,IT,Mass Customer,2118,NSW
1175,Paige,Hodgin,Male,1985-09-22,N,No,525 Kedzie Street,8,Human Resources Manager,n/a,Mass Customer,4012,QLD
1176,Celia,Dockerty,Female,1976-01-16,N,Yes,03890 Logan Court,8,Software Engineer IV,n/a,Affluent Customer,2747,NSW
1177,Bobbette,Pozzi,Female,1953-08-31,N,Yes,8 Clyde Gallagher Court,8,Food Chemist,Health,Affluent Customer,4217,QLD
1178,Angelo,Byne,Male,1970-05-26,N,No,62 Elka Terrace,3,Pharmacist,Health,Mass Customer,2430,NSW
1179,Kerry,Pashenkov,Male,1988-08-15,N,Yes,85931 Johnson Alley,6,Media Manager IV,Financial Services,High Net Worth,3039,VIC
1180,Gaye,Quickenden,Female,1975-08-17,N,No,63588 Clove Court,9,Account Representative I,Financial Services,Affluent Customer,2017,NSW
1181,Brita,Plant,Female,1978-06-06,N,No,86 Stang Way,10,Tax Accountant,Argiculture,Mass Customer,2213,NSW
1182,Carolann,Ottiwill,Female,1975-01-11,N,Yes,84 Westridge Hill,10,Data Coordiator,IT,Mass Customer,2061,NSW
1183,Joe,Shalliker,Male,1958-11-14,N,No,53740 Vera Parkway,1,Media Manager II,n/a,Affluent Customer,3644,VIC
1184,Auberta,Teodori,Female,1968-10-07,N,No,2 Ramsey Parkway,11,Social Worker,Health,Mass Customer,2104,NSW
1185,Xena,Rossbrooke,Female,2000-07-23,N,Yes,651 Mesta Drive,9,VP Product Management,n/a,Mass Customer,3173,VIC
1186,Brantley,Cecchi,Male,1977-05-28,N,Yes,1 Merrick Parkway,2,Help Desk Operator,Manufacturing,Affluent Customer,2830,NSW
1187,Antonino,Hogben,Male,1998-10-21,N,No,135 Crest Line Drive,10,,Financial Services,Mass Customer,2044,NSW
1188,Sally,Cominoli,Female,1984-02-23,N,Yes,63576 Anzinger Trail,9,Statistician IV,n/a,Affluent Customer,2168,NSW
1189,Mart,Bazoche,Male,1988-08-29,N,Yes,05 Charing Cross Plaza,5,Geologist I,Health,High Net Worth,2320,NSW
1190,Sib,Gilby,Female,1968-09-07,N,Yes,261 Farmco Drive,4,Assistant Professor,Financial Services,Affluent Customer,4118,QLD
1191,Merrielle,Vegas,Female,1996-05-22,N,Yes,0 Northport Hill,8,Director of Sales,n/a,Mass Customer,3043,VIC
1192,Hollyanne,McCarter,Female,1969-12-12,N,No,894 Maple Wood Drive,10,VP Quality Control,Manufacturing,Mass Customer,2251,NSW
1193,Quintus,Whear,Male,1986-01-21,N,No,05 Daystar Lane,8,Safety Technician I,Retail,High Net Worth,2560,NSW
1194,Audry,Scurrey,Female,1992-03-25,N,No,81167 Division Hill,1,Junior Executive,Telecommunications,Affluent Customer,2873,NSW
1195,Ally,Folliott,Female,1978-03-22,N,No,761 Bellgrove Lane,7,VP Marketing,Telecommunications,Mass Customer,2541,NSW
1196,Phillie,Bradforth,Female,1998-03-19,N,No,614 Shopko Trail,3,Research Nurse,Health,Mass Customer,4350,QLD
1197,Isobel,Lampett,Female,1997-10-16,N,Yes,1911 Waxwing Point,9,Professor,Financial Services,High Net Worth,2761,NSW
1198,Alina,Rickson,Female,1973-09-30,N,No,0 Kedzie Junction,10,Sales Representative,Retail,High Net Worth,2155,NSW
1199,Ludovico,Bertot,Male,1958-06-14,N,Yes,0108 Forster Parkway,6,VP Accounting,Financial Services,Affluent Customer,4017,QLD
1200,Hedda,Lathom,Female,1974-04-30,N,No,466 Briar Crest Junction,10,Librarian,Entertainment,High Net Worth,2222,NSW
1201,Stephani,Mellhuish,Female,1955-11-28,N,No,6072 Ridge Oak Junction,10,,Manufacturing,Mass Customer,2222,NSW
1202,Rollie,,Male,1992-02-26,N,Yes,31445 Morningstar Drive,5,Sales Representative,Retail,Mass Customer,3429,VIC
1203,Claresta,Carnier,Female,1988-05-06,N,No,22619 Schurz Street,4,Technical Writer,Health,Affluent Customer,2321,NSW
1204,Trudy,Huffy,Female,1971-03-24,N,Yes,61 Kim Avenue,10,Senior Developer,Manufacturing,Affluent Customer,2079,NSW
1205,Barton,Baudts,Male,1978-06-05,N,No,12103 Merchant Circle,9,Business Systems Development Analyst,Manufacturing,Affluent Customer,3072,VIC
1206,Lucina,Metcalf,Female,1978-05-07,N,No,3 Porter Center,9,Paralegal,Financial Services,Mass Customer,2230,NSW
1207,Mabel,Marousek,Female,1997-09-25,N,No,7 Luster Trail,8,Engineer IV,Health,Mass Customer,2007,NSW
1208,Lira,Durn,Female,1983-12-26,N,No,7 Dahle Avenue,9,Budget/Accounting Analyst IV,Financial Services,Mass Customer,2620,NSW
1209,Jacky,Jerosch,Male,1977-09-06,N,Yes,7 Magdeline Trail,10,Senior Developer,Property,High Net Worth,3034,VIC
1210,Shandie,Sprigg,U,,N,No,275 Lindbergh Parkway,11,Programmer II,IT,Mass Customer,2086,NSW
1211,Gunar,Petasch,Male,1978-07-23,N,Yes,592 Tennessee Alley,10,VP Sales,Financial Services,Affluent Customer,2231,NSW
1212,Cindy,Freeborn,Female,1968-10-24,N,No,0 American Ash Parkway,7,Legal Assistant,Property,Affluent Customer,3175,VIC
1213,Matthieu,Schruur,Male,1973-10-21,N,No,387 Pawling Drive,4,Accounting Assistant II,n/a,High Net Worth,2580,NSW
1214,Martino,Shalcros,Male,1989-05-01,N,No,0 Evergreen Road,7,Internal Auditor,Property,High Net Worth,3037,VIC
1215,Dyann,Turbard,Female,1967-02-26,N,No,51529 Cascade Place,4,VP Quality Control,Manufacturing,Mass Customer,3550,VIC
1216,Frank,Vallerine,Female,1959-06-25,N,Yes,457 Ryan Road,7,Software Test Engineer I,Telecommunications,Affluent Customer,3218,VIC
1217,Dulcinea,Janssen,Female,1968-08-19,N,No,94219 Buell Circle,9,Structural Engineer,Manufacturing,High Net Worth,2020,NSW
1218,Marlie,Lister,Female,1982-01-09,N,Yes,267 Lukken Park,9,,n/a,Mass Customer,3930,VIC
1219,Kaine,Parkeson,Male,1971-11-04,N,No,54 Harbort Road,7,,Financial Services,Mass Customer,2480,NSW
1220,Paulie,Akerman,Male,1987-06-08,N,No,81 American Place,6,Editor,n/a,High Net Worth,2259,NSW
1221,Byrom,Draisey,Male,1995-09-25,N,Yes,2388 Thackeray Place,10,VP Product Management,Health,High Net Worth,3130,VIC
1222,Barbey,Ville,Female,1970-11-01,N,No,85957 Basil Way,7,Account Executive,Property,Mass Customer,3029,VIC
1223,Kristyn,,Female,1965-01-05,N,Yes,01 Cottonwood Junction,7,Senior Sales Associate,Manufacturing,Mass Customer,2285,NSW
1224,Aundrea,Reisenberg,Female,1977-04-04,N,No,37 Sutherland Terrace,4,Junior Executive,Manufacturing,Mass Customer,2830,NSW
1225,Arte,Witchell,Male,1988-01-22,N,Yes,7929 Grasskamp Trail,11,Clinical Specialist,Health,Mass Customer,2119,NSW
1226,Constantia,Sirr,Female,1981-03-16,N,Yes,4 Hoard Pass,9,Director of Sales,Health,Mass Customer,2153,NSW
1227,Carlina,Pencot,Female,1989-09-30,N,Yes,2 Dunning Alley,10,Software Engineer I,IT,Affluent Customer,2120,NSW
